ID,Interview.ID,Role,Speaker,Utterance,Line,Stanza,ML.AI.Applications,Limitations.of.ML.AI,Privacy,Human.involvemnt.interaction,Bias..Prejudice..and.Harm,Minimizing.Bias.and.Harm,Assessing.Underlying.Motivations,Trust.Building,Algorithms.and.computational.thinking,Training.and.Testing.Machines.Using.Data
9,MAK,Researcher,Researcher 2,But that's important.,9,3,0,0,0,0,0,0,0,0,0,0
10,MAK,Grad Student,Whitney,"Yes, it's a data ethics course. We talk about AI a fuck ton. So besides camps, teaching people how to code, I'm a PA right now with YJ Kim here at the Wisconsin Center for Ed Research and I know David Shaffer. And through him I've heard about goal like everyone else in this community. So I hear about University all the time. But where was I going? So I have a PA ship here. I've TAed here, TA for code and power a lot with Dr. Royston and that's kind of your classic critical theory approach to AI and a lot of... but like meritocracy, Google image search results for black women showing images of gorillas, those kinds of cases. Yeah, it's kind of fucked up. So talk about how code and power get gets embedded. And it's very critical around institutions and getting students to think about that stuff and learn about implicit biases and things like that. We actually have them take the implicit bias test and then think about the limitations of that test and try and reason about what data says. But-",10,3,1,0,0,0,1,1,0,0,1,0
11,MAK,Researcher,Researcher 2,"[crosstalk 00:09:29]- sorry, keep going, you're on a roll.",11,3,0,0,0,0,0,0,0,0,0,0
12,MAK,Grad Student,Whitney,"All right, so the data ethics course though, is a newer course. I was a TA who helped to design that course. Right before we did that, I interviewed. I was on [inaudible 00:09:44]. I interviewed 10 teachers of AI ethics courses and just talked to them about how they teach. And then conveniently after I did that, we then designed it [crosstalk 00:09:54]",12,3,0,0,0,0,1,1,0,0,0,0
13,MAK,Researcher,Researcher 2,What type of activities did you guys do around data ethics and ethics involving AI or machine learning?,13,3,0,0,0,0,1,0,0,0,0,0
14,MAK,Grad Student,Whitney,A lot of writing. It's [crosstalk 00:10:03],14,3,0,0,0,0,0,0,0,0,0,0
15,MAK,Researcher,Researcher 2,A lot of writing. ,15,3,0,0,0,0,0,0,0,0,0,0
16,MAK,Grad Student,Whitney,"So the data ethics course is a combi credit. There's a combi version and a non-combi version. When I taught it over summer, it was eight weeks online, a hundred-ish students, some combi, some non-combi. I had two TAs and also I was the TA for it twice after. So we designed it. I was a TA, I was a TA, and then I taught it and I'm praying to teach it again this summer. But it's a lot of writing because it's a big combi component. And Alan Ruble was the instructor who made it, who's my advisor. And when teachers design courses, they use the pedagogy they were taught with is the most number one thing I learned from talking with all these AI ethics teachers and all these different backgrounds is they might have similar motivation, similar goals, similar big picture aims where all we give a shit about AI ethics. But then what they actually do in the classroom is just what they were taught with. And I'm just like, ""Okay, that's not very critical of you, but good."" But it's good to see all these things and these different views besides my own too because again, I teach the way that I've been teaching. I teach drawing on my English background, not my computer science background, even though I teach computer science style courses because in English, they have you take pedagogy classes. So I'm drawing on that. I have weekly journals that I make my students do because I found that useful in a class I took. It's like, ""I like that so I'm going to make my students do it."" But I've adapted to make sense for coding. So in that class, it's a lot of writing and reading because that's what the instructor who designed did a lot because he's a philosopher. And in philosophy you do a lot of reading and writing. I added in because I like them the studio discussions. The students read an article or watch... do some kind of prep for the discussion. They meet with their group on Microsoft Teams or similar tool. They record it. They post the recording to the discussion board and then they watch X number of recordings and respond to them. I did a pre-post set up for that for the course where they read the first and second house at the time of the Pasco PD case that is happening in Florida. Pasco police department made an algorithm to predict who would commit crime or would be likely offenders and then went out and targeted people based on it. It's currently going under investigation by the Department of Justice, which means you're going to have a lot of fact finding about this case. So that's a good case to know when you're teaching data ethics.",16,3,1,0,0,1,1,1,1,0,1,0
17,MAK,Researcher,Researcher 2,"I did not know about that case, so I appreciate you telling me that.",17,3,0,0,0,0,0,0,0,0,0,0
18,MAK,Grad Student,Whitney,"I had them look at that pre-post so I could see kind of how they changed. I never actually went and looked at it. But I have the data and the recordings from of those student discussions. I had a cop in the class, so I paid a lot of attention to that student's change to make sure there were no red flags there. Pre, they did a lot of deflecting to their own police department, like, ""Talk about how well they do things."" Well, you're not talking about this case. This is the case under question, and you're deflecting from it. And at the end, they stayed on topic. And I was like, well, that's a pretty fucking good change. I'll take that as a huge win. Good, you're sticking with the case that we're talking about and thinking through its issues. ",18,3,0,0,0,0,0,0,0,0,0,0
19,MAK,Researcher,Researcher 2,"That is important. Kind of flipping it, so taking what you know about data ethics and what you've done in your courses, what type of activities do you think would be acceptable for young children? Thinking about maybe older elementary school or young middle school, would you suggest or would you maybe do with these to kind get them to think about data, data science, ethics, ethics of AI and all of that?",19,3,0,0,0,0,1,1,0,0,0,0
20,MAK,Grad Student,Whitney,"I can only steal ideas for that because I usually don't work with kids that young. I try to avoid compulsory schooling age stuff because I'm just like there's so much more to consider and so many more standards you have to meet, which is why summer camps are good because you can do whatever you want within reason. But there is this book. I wish this had the fun cover version of it. It's Living in data by Jer Thorp. And he's an installation artist. It's fascinating fucking reading. You should really find a recording of it if he has any book talks. It's the same stuff in the book. But he says it and it has pictures.He's an installation artist. Him and his group of his grad students, one thing they did is they did this installation in New York, right on a city street. And it's this heart. You look at it, it's a heart. But it's all these pipes that are taller or shorter or whatever. It makes this heart shape. And people are like, ""Cool, we'll take selfies in front of it."" And they go look at it closer. And it's a bar chart. And it labels on there where the population in New York has come from, from around the world.So then he sees people taking selfies with the bar, finding where their family is from. And then they've caught two people having weddings in front of it. And he's like, ""This is the world's only bar chart that has also been a wedding venue."" And it's just fascinating. He has all these different ways of getting people to experience data differently as a way to get out of their head and think about things in a really cool way. So I asked what his views on data ethics were. He said, ""Well, I have a 300 page answer to it. It's called the book."" So I had to get the book and fuck, there was another one. There is this fun activity that I saw someone do and post results of where they had real young kids. I can't remember what age he said, but it had them draw what they thought Alexa looks like. Just take this disembodied voice that we as adults might take for granted and say, ""Well, kids, how do you think this looks?"" Something else that Jer Thorp did is working with kids, I just remembered this, is he had the students draw on big printouts of maps of their city, things that were important to them or things that they had noticed, like where are broken sidewalks? Where is the good place to get food? All these things that have meaning to the kids as they've experienced their own city. And they take this giant kid map and overlay it on old voting things. And you can see, well, here's the red lining that happened. Here's the history that you can see in the voting record aligning from forever ago with what you could see in your day to day life. And it was just this fascinating moment of overlaying and you go, ""Oh fuck."" You don't know that that's what you're drawing, but it's what you're drawing. And then they overlay it. It's like, well, there you go. This data has all a long history and you can see it kids. So that I thought was really cool. ",20,3,1,0,0,1,1,1,0,0,1,0
21,MAK,Researcher,Researcher 2,"That is showing them something that they've been experiencing for so long, but they've never really made the connection between the two, it sounds like what you're saying. That's really interesting. So I know you deal a lot with data science and maybe don't always branch into AI, but if somebody was going to come up a few for maybe you walking on the street, how would you define AI?",21,0,0,0,0,0,0,0,0,0,0,0
22,MAK,Grad Student,Whitney,"I use AI in a broad sense because people tend to use it in a broad sense. They don't know what the fuck it actually means. It also doesn't need to have... The reason why I define it the way I do, I'll start here and I'll go back to how I actually define it. There can be an AI moral case that has no AI actually in it, as long as the people in the case think that the system exists and that it has AI. And that's all that matters is they attribute morally relevant qualities to the system. And they attribute an AI label to the system, whether it exists or not. So they'd be like, ""Yeah, we're going to do this because it's faster."" Well, that's a morally relevant quality they're attributing to it, that they value speed and stuff. So they attribute that to it and that's what they reason about it. My advisor has this awesome paper called agency laundry, which is about the moment when... there's a train going by in the background. The moment when people go, ""No, it's not my fault. I didn't make the decision. The program made the decision."" He's like well no, you're laundering your agency into the system. And that's bad for X, X, X reason. And he walks through a few cases and those cases are all about algorithms it turns out. But the moral issue at heart is not about algorithms. It's the same moral issues we've had for a fucking long time. Nothing is new under the sun. One of the people I interviewed talked about how in her class, she has to talk to the students about how we have these questions about AI. It's new. We're not trying to regulate it. We're not trying to deal with it. We had the same fucking questions when the internet came up. We had the same questions when VHS tapes came up. And now those things kind of seem settled in retrospect. AI is just the thing that's new in question raising right now. It's really this longer huge tradition of technology raising questions is actually what I think is important. And so I use it in a broad sense. I just might just say it's an intelligent system and leave it at that. Whether it actually exists or not, whether it's actually humans on the other end or not, to me, it doesn't matter. It matters how people think about the system and whether they call it AI, fuck, sure, that's AI. ",22,3,1,0,0,1,0,0,0,0,1,0
23,MAK,Researcher,Researcher 2,"Yeah, it's the perception from the human standpoint is what you're kind of getting at. I think I like that to definition. That's great. So kind of same thing, but with machine learning. So if somebody came up to you, how would you define machine learning?",23,3,0,0,0,0,0,0,0,0,0,0
24,MAK,Grad Student,Whitney,"It's the same bucket. If it's a random person on the street, one, why the fuck are they talking to you about it, machine learning. Usually when we have that discussion, the technical discussion of AI versus machine learning, machine learning might be seen as a sub-case of AI a broad category and machine learning being a set of particular techniques for how we optimize AI. So having the machine learn from data, again, a big metaphor about comparing the human brain to computers, which is a bad thing to do for your own wellbeing. We aren't machines. Machines don't think like us. We call it... this is from Ellen Ullman's Close to the Machine, fantastic book. It's a memoir. I have it with me. And she talks about how we call it the machine. We call it a memory, but it's not right. So one, I don't like the name machine learning when people use it too much to compare to how babies. I'm like no, fuck, that's not it. But a way of optimizing around data, and so it's just really cool statistics. And it's really close to data science, where you're like you have data, but what meaning can you get out of this for a social reason? What's blind on this? I don't really care about the difference between, but then AI a more general label. If I have a bunch of if/then statements. Is that AI? Well, yeah, it used to be. We were trying to solve like chess originally or checkers. We had some pretty simple sequence of steps because that's how we thought the human brain worked or at least that area thought things worked. So I don't know. I use them broadly because I don't think the specifics matter. It's when we get to the ethics side of things.",24,3,0,0,0,0,0,0,0,0,1,1
25,MAK,Researcher,Researcher 2,"No that's great, thank you. So this might go more into some of your ethics background, but how do some advances in AI or machine learning help humans?",25,3,1,0,0,0,0,0,0,0,0,0
26,MAK,Grad Student,Whitney,"This we're getting to the... you know as a tired, stressed grad student, you can stare at something so much that you actually stop seeing it and your eyes blur over? That's where I'm at. I looked at these questions beforehand. I knew this one was going to be my wall. Fuck, I don't know. It's hard to say anymore. I've looked at things too much. I've over-theorized it.",26,3,0,0,0,0,0,0,0,0,0,0
27,MAK,Researcher,Researcher 2,"Do you have just maybe one example you could give, if that's maybe a little bit easier to pinpoint one specific thing than kind of thinking of the vast majority of them?",27,3,0,0,0,0,0,0,0,0,0,0
28,MAK,Grad Student,Whitney,One specific good that AI has done or might do.,28,3,0,0,0,0,0,0,0,0,0,0
29,MAK,Researcher,Researcher 2,"You could also think about on the reverse of it, how AI has harmed us or harmed humans.",29,3,0,0,0,0,1,0,0,0,0,0
30,MAK,Grad Student,Whitney,I'm going to stick with at the help first because that's the hard part. And I know my guys would be mad at me if I skipped the hard part.,30,3,0,0,0,0,0,0,0,0,0,0
31,MAK,Researcher,Researcher 2,Okay.,31,3,0,0,0,0,0,0,0,0,0,0
32,MAK,Grad Student,Whitney,"Okay, here's how I'm going to think about it. In the Pasco case, I'll use that example for both because it's good to ground myself in a fucking case so I don't go crazy. Looking at that case and thinking about how I speak to my students about AI ethics, which I speak to them the way I do because of my interviews of the 10 people I had. And they all had different views on things. It's like, well, how can I do this in a way that's kind of in agreement with all these different views, knowing that again, the course is going to be kind of pigeonholed the way that Allan did it. How can I introduce to things? And one of the things that people talk about a lot in the ethics, when you're giving people who aren't ethicists, they're just a fucking programmer. You want them to think through things, is the stake stakeholders model. We just ask what's at stake? But remember week one, I'm doing a pre-assignment where they don't have any understanding what I'm talking about. So I can't use the word stakes because they might take that in a too narrow sense. And so I say to them is, ""In this case, what are the things that we want to get right? Yes, there's this really shitty thing that happened in Florida. The article ends on a very sad note, but there are things that we're trying to get as humans in this. All the bad things that happened, we wanted those not to go that way, but we don't want to just burn out everything to happen because again, we're trying to get at things. So I have the students focus on this shared human endeavor of things we try to get right. And so in that case, the police department did a shitty thing, but they're trying to get right reducing crime. They're trying to right serving their community's interest. They're trying to get right distributing their resources well. Whether they actually got those things right in a way that still abides by fair terms is also preparation is a whole nother story, and we'll let the Department of Justice... we'll see what their investigation finds. But it has a lot of promise. And I try not to focus on promise because coming into viewing AI from the point of view of promise and predictions and it's... you mention advancements. My first instinct there is no, let's not talk about advancements first. There's a huge history of technology here. There's a huge history of institutions. Policing hasn't always been the best and still isn't always the best. And so if something's being embedded there, we better really look at that history. We can't look to advancement and promises of AI as a way to ignore how we got here. So I tried to avoid that framing. But we are trying to use it to get at good things. So I can't say what is actually done well, but I can say we're generally trying to get at good values with it. So let's get that right, kind of be my call to action. And that involves also looking at the history of how we get to places. Anna Hoffman, AI ethics researcher from Northwest, I can't remember where she's from, but she's awesome. You should look up her work. I have the idea of let's not talk about entry points from promises, or futures, or potential of AI because of a talk she had. She's like I'm in this pandemic and I'm tired and I'm sad. I'm a tired, stressed professor and I'm tired of looking at AI. So I'm going to come at this in a fun way, which is what does AI look like if we start from the position of infinite love for trans people? Let's just take a fundamentally different approach to how we might think about AI. And it was a really fucking fun talk. But one of the things is looking at the medias around promises of AI and what gets left out when we focus too much on promises. So I'm doubly rambling at this point, but the things we're trying to get right with AI, it's good to enumerate those. And we kind of reground ourselves in the value of what we're actually trying to do. And a lot of harms come out when we lose track of that and focus too much on it can just solve a lot of these things. When it's put into context that it ought not be in, harms can come up. When it's put into context too quickly, harms can come up. So I'm going to stop rambling and drink water.
",32,3,1,0,0,1,1,1,1,0,1,0
33,MAK,Researcher,Researcher 2,"Yeah, go for it. I know you've talked about harms and you've talked about the Pasco case in Florida. So I guess we could talk how has it harmed us and who are the populations that it is potentially harming, AI or machine learning?",33,3,0,0,0,0,1,0,0,0,0,0
34,MAK,Grad Student,Whitney,"I'm going to bring up... I had this already. Nope, that's my writing sample. I have just been writing all this down for applications to places. And I'm at the point where if I write something down, I'm going to forget it immediately, which is the opposite problem because now I'm not constantly thinking about it. So AI or AI ethics is a bundle of ethical issues. And so thinking about populations depends on your entry point to thinking what AI ethics is. And so I'm just reading my notes, honestly. We can't violate public trust, is kind of one thing. That comes up a lot in the discussions around autonomous vehicles, that we want to have autonomous vehicles for X, Y, Z reason. But in order for that to happen, the public kind of has to trust in the system. We have to agree. We have to know that it's not going to run over black people more than white people. If it gets down to that moment, we have to know that it isn't going to confuse us, not know that a cyclist is there or the actual case of where Uber hit a woman. I don't know if it was Uber or not, but there was an autonomous vehicle that hit a woman because she jaywalked. Well, jaywalking should result in a fine, if that, not in death from a car that didn't see you. The idea that the road is owned by cars is a relatively new one in human history. Roads were owned by the people walking on them. And so that one, public needs trust in it and that we don't want to violate that trust. So in a way we can harm everyone when we release things too early in that sense or have things that create harms. Also, the people who are literally hit by the car, I think get harmed the most. Let's see, there's a lot of talk around misinformation being amplified on social media. And there's also talk on certain things when you have newsfeeds, like Facebook, that put the things at the top that they think you want to see or that they want you to see. That's in their benefit for you to see. Or TikTok, as fun as it is to find your own extremely niche set of friends on TikTok, and ridiculously fast, what's getting left out? Who's getting pushed down? And so there's a lot of harms that come up when misinformation gets brought up to the top and there's a lot of harms that get caused when certain communities are just completely pushed down and systematically given lower scores in the algorithm. And so there's a lot of talk on TikTok around trans communities and people of color, people who don't look pretty getting rated lower by the algorithm, so they're not going to have as much of a viewership. And so when your money is tied to being a content creator, it sucks. There's also the whole thing that if you're queer and online, you are subject to harassment. You always have to have a few backup accounts because one of them is going to get blocked out because people are going to mass... people who don't like you are going to mass report everything you do until you get flagged by the algorithm as bad and systematically have your account removed, even though you didn't do anything wrong. That happens all the fucking times with trans content creators. There's like all these, ""Hey, my thing got deleted again."" And it's just happens. So there's a lot of algorithms that play a part in that. But also the algorithm isn't separate from the system of humans interacting with it. So fuck, I talked a long list, when it's applied in places like policing, compulsory education, medicine, et cetera. Those already have a lot of scrutiny on them, legal and public scrutiny on them. So it's very important that we get AI right in those cases because we're constantly looking at them for whatever reason. Reason might be that we have a lot of public scrutiny on policing and education because we want a fair and just society. And we see those institutions that are very important to the function of a fair and just society. So if we fuck up there at all, everyone pays attention. Work, AI changes the nature of work, and when the nature of work changes, some people are benefited and some people are completely displaced.",34,3,1,1,0,1,1,1,1,1,1,0
35,MAK,Researcher,Researcher 2,That's a really good one.,35,3,0,0,0,0,0,0,0,0,0,0
36,MAK,Grad Student,Whitney, it's not just bias is the takeaway.,36,3,0,0,0,0,1,0,0,0,0,0
37,MAK,Researcher,Researcher 2,That's a really good one.,37,3,0,0,0,0,0,0,0,0,0,0
38,MAK,Grad Student,Whitney,"AI also has the thing with we tend to forget about the labor that goes into it. It's the data, the people who are labeling the data, moderators whose job is to look at things flagged as potentially bad, that takes a huge toll in their mental health. There's all the Amazon Turk stories, the people who are tied to these really weird and very strict work schedules be able to get any work out of Amazon Turk to be able to feed their families. Then in the agency laundering paper, Allan also talks about Uber and it's algorithm uses for saying who's going to get what and how it distributes jobs. So that's the algorithm telling you what to do in terms of what work you can even get. And so when the nature of work changes, some people get benefited and some people get very displaced. And the government's aware of this. There was a bill proposed, I don't know where it's gone, but there's the AI jobs bill or something that says yes, people are going to get displaced by AI. So let's use the government money to try and help that where it can by offering training, et cetera. I have so many people who I teach in the community college who come in, who have changed jobs so many times. And it's just not from AI, just technology advancing. ",38,3,0,0,0,0,0,0,0,0,0,0
39,MAK,Researcher,Researcher 2,"Technology in general.
",39,3,1,0,0,1,1,1,0,0,1,0
40,MAK,Grad Student,Whitney,"I met a guy in person, he used to help make movies. He's like, ""yeah, my job used to take a team. And now it's just one dude at one program."" And so he's changing careers into learning how to code, and so there's that. Consumers might not be aware that they're interacting with AI when they're shopping online, except it might not be aware to the extent that they are and that can have harms to principles like consent, being aware enough of what's going on to be able to fully make a decision and not doing that you're interacting with AI or that visual. Invisible changes are happening on the screen behind the scenes. It might be bad depending on that context. And it's fucking hard to regulate AI.",40,3,1,0,0,1,1,1,0,0,1,0
41,MAK,Researcher,Researcher 2,"Yeah, nobody really wants to do it, do they? Those are great. Thank you so much for listing all of those. Some of those I had never really even thought of, although they make a lot of sense, just people being displaced from work from all the advancements of AI and how we're going to deal with that.",41,3,0,1,0,0,0,1,0,0,0,0
42,MAK,Grad Student,Whitney,It's not just bias is the takeaway.,42,3,0,0,0,0,0,0,0,0,0,0
43,MAK,Researcher,Researcher 2,"Yes, exactly. There's a lot of other things that go into it. So we're going to pivot a little bit more. I know you don't necessarily always work with youth, but what are your thoughts about youth learning about machine learning or learning about algorithms and AI?
",43,3,0,0,0,0,0,0,0,0,1,0
44,MAK,Grad Student,Whitney,"I have complicated feelings. So what does heavy break have to say the purpose of education is? I'm not going to do that. I've seen arguments. There's a lot of focus on algorithmic look where people are able to use algorithms and stuff and understand what they mean, et cetera. And the counterargument is well, should we teach that? What's the purpose in this? Who's pushing for that? And I've seen arguments that companies like Google or whatever want there to be more programmers because if there's more programmers in the market, they can pay their own programmers less. It's easier to fire someone if it's easier to hire their replacement. So if everyone knows how to do it's very easy to take advantage of those people. They're easy to find people who are willing to do sketchy things or enough people to have in a company, they can break apart the sketchy thing into a bunch of non-sketchy pieces. So there's ways to use that for harm, just the fact that the market has more people trained in it who understand it. When it comes to understanding and positive side of it, not just the super fucked up sad side, positive side of it there's the people understanding what data means. Something that I try and focus on in my research and data analysis teaching those kids is helping them think through data can only represent this much. Or data has these limitations. Or data's narrow in this sense, blah, blah, blah, blah, blah. It's of the teachers that I interviewed, this kind of falls under the algorithms ought to be valid side of things. There's the when we teach AI ethics, we're getting at professional ethics. There's Kazuya Street, teaching students to reason about present cases from past cases. There's being critical of institutions and understanding they have social histories of things, blah, blah, blah. But one of the views that came up in my interviews was algorithms ought to be valid. They ought to map to reality in the daily work on should map to reality in some sense. And so understanding how that mapping works, I think is important. There's this older paper called Invisible Grammarian talking about the red squiggle underlines of Microsoft Word. And the computer has an ethos to it. Anything my computer tells me, I inherently trust because it has the ethos of science to back it up. So when my computer constantly tells me I'm doing grammar wrong, what work does that put on the grammar teacher or the English teacher? And so my favorite thing about that paper is that it gives advice of your first activities should be taking your students through the settings. Undermining the ethos of the computer's default settings have and let them know that these are just choices because the grammar that Microsoft Word at the time of the paper used for telling you that you were wrong was 1890s Turgent businessman grammar, a particular kind of properness. And we know that's wrong. That's not how you ought to express yourself in every situation. And in most situations not. Also language fucking changes. And so I lost track of this question. So helping students understand kind of peeling back the black box a bit, helping them understand how these algorithms work and so on so they can make their decisions themselves so when they interact with machines, they don't give that much trust in the machine. They're able to blame the machine more in themselves less. Something that I see when I work with students and they run into problems, they blame themselves. They're like, ""No, it's computer's fucking problem. Show me the screenshot. It's computer's problem. Here you go. You didn't do anything wrong kid."" And it kind of gives them more agency to kind of be in control of how they use technologies, how they might buy and consume them, how they might reason politically about them, and so on. But when we're talking about AI systems, these big machine learning systems, one person I interviewed said this really great quote about how he's not going to go and buy a big machine learning system off the shelf. The consumers of those systems are large institutions. It's not him. It's not the everyday people. They aren't the target audience of machine learning systems. They are the target data of machine learning systems and knowing that kind of helps you make some decisions in life around where you want to put your trust.",44,3,0,1,0,1,1,1,1,1,1,1
45,MAK,Researcher,Researcher 2,"That's great, that's a good perspective. So what do you think about youth learning about the ethical issues of AI?",45,3,0,0,0,0,1,1,0,0,1,0
46,MAK,Grad Student,Whitney,"I know that there's a K12 curriculum that someone's made for AI ethics. And so I just try to defer to that because I don't want to collect K12 kids. It looks legit. They break it down in a way that's not just bias. So that passes my muster of a lot of people, a lot of well meaning allies who are sometimes the most dangerous people, go jump to bias and go no further, which is why I tried to bring up all of these examples that weren't bias. So there's this K12 AI ethics curriculum somewhere. I think it's AI K12 or something. It does a good job of helping students see things like it's a computer. It has sensors. What's the biology of the machine in a sense. It has these parts to it, something that students might not have ever thought about. One of my first activities I did when I taught CIT105, which was Intro to Computers for people who had never touched a computer in their lives, which was a good percentage of my students, the first thing I did is I would have a video of cats, just like a kitten livestream playing on the projector as they walked in, nice calming activity. And then once we got started, I said, ""Okay, tell me every piece of technology between these kittens and us."" And it's just illuminating seeing there's this, there's this part, and having them just name all the parts, just giving them permission to sit there and name the parts, I think, is important. Just kind of peel back that curtain and take things less. They start with letting students know there're sensors. It makes decisions in these ways. Data's collected in this way. It's reasoned about in this way. Problems come up in this way, and blah, blah, blah. They spell it out very well and they have a nice breakdown of curriculum. I'm like this looks fine to me and I have to trust them because I don't know a fuck at all about K12.",46,3,0,0,0,1,1,1,0,0,1,1
47,MAK,Researcher,Researcher 2,"Yes, venturing indicates well is a different story. So what age do you think students or young people should start learning about AI and machine learning?",47,3,0,0,0,0,0,0,0,0,1,0
48,MAK,Grad Student,Whitney,"AI ain't the thing. Episode one of Halt and Catch Fire, which I haven't able to keep watching because there's too much drama for my tired, stressed out graduate self to keep watching, first episode of Halt and Catch Fire one of the main characters goes, ""Computers aren't the thing, the thing that get us to the thing."" I think the more important aim to get isn't AI or machine learning in itself, but that longer tradition of humans having a history of the technology that raises questions. Here's the one we have right now that raises questions. And in 10 years it will be a different thing or go by a different name. NFTs, the idea for that is at least as old as the 1980s. All this news about that, the idea of cryptocurrencies, this is an old thing of using computers and global networks to undermine how money itself works just for the fun of undermining how money itself works. Ellen Ullman's getting close to the machine. I was reading it again recently. I'm like, ""God, this sounds like all these fucking NFT bros now. It just sounds exactly like them, but it's talking about the same idea from the 1980s going by a different name. These things are always going to come up. They're always going to be around. There's always going to be question raising technology. So what do we do about it? How do we think about it? And I don't have good meat answers for that other than it's not just AI. So AI is the thing, but it's not the thing. It's not the thing. It's the thing that gets us to the thing if we open up. But it's good fun present activities. It's good to have students work with stuff they're familiar with, least as an entry point. They understand livestream of cats and they don't think about all the pieces in between it. So I use it as an entry point. Having kids draw Alexa takes something they're familiar with in a sense, but opens it up. So I'm fine starting with it. But it can't be the end all, be all, whatever the thing is that we're getting at. ",48,3,1,0,0,0,0,0,0,0,1,0
49,MAK,Researcher,Researcher 2,"No, that's great. I understand that because we do have a past history. And if you look at that, it is repeating itself in manners when you think about the questioning and the trusting of the technology.",49,3,0,0,0,0,0,0,1,1,0,0
50,MAK,Grad Student,Whitney,"Also, VHS systems, I think kids... all technology is fun.",50,3,0,0,0,0,0,0,0,0,0,0
51,MAK,Researcher,Researcher 2,It is fun.,51,3,0,0,0,0,0,0,0,0,0,0
52,MAK,Grad Student,Whitney,"Humans are drawn towards ruins, like ruined cities. I have this book on ruins and I'm reading it. It's fascinating to me about why we're attracted to all broken things. I'm like, ""That's cool.""",52,3,0,0,0,0,0,0,0,0,0,0
53,MAK,Researcher,Researcher 2,It is cool.,53,3,0,0,0,0,0,0,0,0,0,0
54,MAK,Grad Student,Whitney,"I see the same thing for old discarded technologies, why museums and bones are fun and it's fun to go to those things. I'm like yeah, let' bring some of that in while we're talking about AI too because it's fun.",54,3,0,0,0,0,0,0,0,0,0,0
55,MAK,Researcher,Researcher 2,"It is, it's interesting to see where we've come from and how far we've come and just looking at the past. That's great. I think that we've covered most of the questions on our protocol. Is there anything else that you would like to add or have any questions for me?",55,3,0,0,0,0,0,0,0,0,0,0
56,MAK,Grad Student,Whitney,No.,56,3,0,0,0,0,0,0,0,0,0,0
57,MAK,Researcher,Researcher 2,That's okay.,57,3,0,0,0,0,0,0,0,0,0,0
58,MAK,Grad Student,Whitney,"I can't think of anything. I'll leave it at that. I think I've just rambled on the exact same points over and over because it's what I have that I've been thinking about. My very vague dissertation idea, which I need to make not vague soon because I have to propose soon, is how ought we teach AI ethics. But I'm focusing at the adult learning level.",58,3,0,0,0,0,0,1,0,0,0,0
59,MAK,Researcher,Researcher 2,"Yes, not K12 learning.",59,3,0,0,0,0,0,0,0,0,0,0
60,MAK,Grad Student,Whitney,"Not K12, specifically avoiding K12 because that gets into too much of ed departments and my department is in information science. So I focus more at the adult learning level just for my own wellbeing that I can assume that everyone in my class is a moral actor. When you're dealing with kids and you're doing philosophy, it gets weird because are they moral actors or moral patients? Moral patients, anything that's treated morally higher than an everyday object, like this old doorknob I have, which it's a whole story here. But I think this is cool on my desk, but it's still a fucking door knob. But a Bible might be held higher than this or a US flag. We don't want to step on it. Or we hold these things to some revere. So those are moral patients because we protect them more than every other kind of object. And kids are sometimes treated as moral patients in philosophy and not really moral agents. And it kind of gets weird. I'm like I'm just going to avoid that because one, the philosophy on it is kind of... I don't want to deal with it. Also, I'm not that much of a philosopher. I'm a qualitative researcher who knows a lot of other stuff. So I avoid talking to kids because I talk with the adults on purpose so I can just... yes, they are moral agents, let's move on. ",60,3,0,0,0,0,0,0,0,0,0,0
61,MAK,Researcher,Researcher 2,"Yeah, I mean, that's fine. It's important to have everybody be critical consumers of digital information, not just children. Adults need to be critical consumers as well and understand the ethics behind it. So I think you've talked a lot about what you think is important about teaching ethics throughout our interview. So I don't know if I need to ask you anymore, unless there's anything else that you want to really hone into that you don't think you've expressed enough.",61,3,0,0,0,0,0,1,0,0,0,0
62,MAK,Grad Student,Whitney,"I've worked with a lot of adults who know almost nothing about technology. And I know that we're talking about AI. One of the first things you want to do in a class is help the students know what the fuck you're talking about to the extent that you need to know for the class that you have. And I've worked with a lot of adults who just don't use... they're new to all of this. And trying to get them to let's say how like someone who makes AI understanding should not be the goal because one, it's not going to happen and two, it's not going to help them unless their goal is to go on and write those things and that's their dream. But they don't need to know all of it. And it's easy when we're planning these courses or whatnot for adult populations to forget that people don't know as much as us or the students that we're used to working with. So that's why I like having the very wide mix of student populations I've worked because it reminds me that everyone is different in coming in. They know more than me. They're 60 years old. They've lived a whole fucking life. They've lived three times my life, or twice now, fuck I'm almost 30, not 20 anymore. They do know more than me. And I only know this bit. And so it's humbling to try and draw on what they already know that isn't around technology. And it's really eye opening and stuff. So just it's an easy thing to forget that I try to remind myself of because it's a beautiful thing and I like it. I like finding beauty in things, so that's all I got. ",62,3,0,0,0,1,0,0,0,0,0,0
63,MAK,Researcher,Researcher 2,"It is a beautiful thing. No, that's wonderful. I appreciate that. Well, thank you so much for volunteering to interview us. We got a lot of good information, so I really appreciate it. I think you are the only person that has the more data ethics side of it. So we definitely appreciate your viewpoint about everything. And if you have any questions, you can feel free to reach out. You have my email. So at any point...",63,3,0,0,0,0,1,0,0,0,0,0
64,MAK,Grad Student,Whitney,I do have questions after the recording though.,64,3,0,0,0,0,0,0,0,0,0,0
